Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),21:15,02:45,05h 30m,630.0,4 Seats available,4.9,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),19:30,23:59,04h 29m,584.0,19 Seats available,3.5,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),18:15,01:15,07h 00m,523.0,23 Seats available,4.6,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),18:40,01:20,06h 40m,550.0,17 Seats available,4.6,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Northern Travels,Volvo A/C Semi Sleeper (2+2),18:45,01:00,06h 15m,540.0,12 Seats available,3.4,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),19:05,01:45,06h 40m,585.0,16 Seats available,4.6,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:15,01:15,06h 00m,600.0,27 Seats available,4.4,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:20,01:50,06h 30m,449.0,21 Seats available,4.4,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),19:35,01:30,05h 55m,600.0,14 Seats available,4.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:05,03:10,07h 05m,699.0,26 Seats available,4.5,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
FlixBus,Volvo A/C Seater (2+2),20:15,04:00,07h 45m,421.52,11 Seats available,4.5,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Bharmani Travels,Volvo A/C Semi Sleeper (2+2),21:10,02:30,05h 20m,674.0,16 Seats available,4.5,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),23:30,06:40,07h 10m,699.0,26 Seats available,5.0,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi
Laxmi holidays,VE A/C Semi Sleeper (2+2),23:50,04:50,05h 00m,854.0,15 Seats available,4.8,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,05:10,05h 15m,499.0,18 Seats available,4.4,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,05:10,05h 15m,499.0,19 Seats available,4.1,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
HRTC - 6709,Ordinary 3+2 Non AC Seater,20:20,02:40,06h 20m,325.0,34 Seats available,4.1,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,Baddi (Himachal Pradesh) to Delhi
HRTC - 6639,Himsuta AC Seater Volvo/Scania 2+2,20:45,03:30,06h 45m,613.0,35 Seats available,3.9,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,Baddi (Himachal Pradesh) to Delhi
HRTC - 724,Ordinary 3+2 Non AC Seater,23:00,05:30,06h 30m,325.0,37 Seats available,3.8,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,Baddi (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,03:30,05h 30m,854.0,11 Seats available,4.6,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,03:10,06h 10m,807.0,12 Seats available,4.7,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),16:00,23:00,07h 00m,569.0,9 Seats available,4.5,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),16:15,23:20,07h 05m,717.0,23 Seats available,4.5,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:00,00:30,06h 30m,664.0,11 Seats available,4.8,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:30,03:15,05h 45m,759.0,41 Seats available,4.4,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,02:30,06h 30m,664.0,20 Seats available,4.4,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Zingbus Plus,Scania A/C Semi Sleeper (2+2),19:30,01:45,06h 15m,669.0,29 Seats available,4.6,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),20:30,03:00,06h 30m,540.0,28 Seats available,4.9,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),18:15,01:35,07h 20m,751.0,29 Seats available,4.8,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,17:47,02:00,08h 13m,925.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,05:30,06h 30m,495.0,29 Seats available,4.8,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),21:50,04:40,06h 50m,470.0,17 Seats available,4.6,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Here Bus,AC Seater (2+2),21:30,04:20,06h 50m,570.48,45 Seats available,0.0,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),21:30,04:30,07h 00m,450.0,44 Seats available,4.4,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),23:40,06:40,07h 00m,550.0,19 Seats available,4.6,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),23:45,05:30,05h 45m,529.0,20 Seats available,4.3,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),23:20,05:00,05h 40m,495.0,29 Seats available,3.8,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
FlixBus,Volvo A/C Seater (2+2),21:10,05:00,07h 50m,561.44,18 Seats available,4.0,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
SWAGATAM TOUR HOLIDAY,Volvo A/C Multi-Axle Semi Sleeper (2+2),22:40,04:00,05h 20m,3999.0,49 Seats available,0.0,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,05:30,06h 40m,522.0,5 Seats available,4.7,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:40,06:10,06h 30m,564.0,7 Seats available,4.6,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:25,07:00,08h 35m,438.0,32 Seats available,3.6,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:35,07:10,08h 35m,481.0,28 Seats available,3.3,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),23:59,07:25,07h 26m,499.0,27 Seats available,3.1,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:45,07:00,08h 15m,585.0,27 Seats available,3.4,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:45,08:00,08h 15m,630.0,23 Seats available,3.1,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
TANISHQ HOLIDAYS TOUR,Volvo A/C Semi Sleeper (2+2),23:30,07:30,08h 00m,679.0,34 Seats available,3.0,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:15,06:30,08h 15m,619.0,32 Seats available,3.6,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Everest Holidays,Volvo A/C Semi Sleeper (2+2),23:59,07:00,07h 01m,854.0,30 Seats available,1.9,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:45,05:30,05h 45m,630.0,31 Seats available,2.4,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),23:45,08:25,08h 40m,539.0,24 Seats available,2.9,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Malana Travels,Volvo A/C Semi Sleeper (2+2),23:58,05:30,05h 32m,559.0,24 Seats available,4.2,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Travel Zap India Pvt LTD.,Volvo Multi-Axle A/C (2+2),23:24,06:30,07h 06m,1456.0,5 Seats available,2.5,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),23:40,07:00,07h 20m,1443.0,41 Seats available,4.0,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
HRTC - 534,Ordinary 3+2 Non AC Seater,18:05,05:20,11h 15m,637.0,36 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
HRTC - 541,Ordinary 3+2 Non AC Seater,19:14,04:10,08h 56m,600.0,37 Seats available,5.0,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
HRTC - 549,A/C Executive (2+3),19:25,06:45,11h 20m,736.0,38 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
HRTC - 557,Ordinary 3+2 Non AC Seater,20:15,07:10,10h 55m,600.0,37 Seats available,2.9,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,20:35,06:40,10h 05m,1148.0,29 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),23:30,03:10,03h 40m,699.0,26 Seats available,4.5,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Ghumarwin to Chandigarh
GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:25,06:00,07h 35m,438.0,32 Seats available,3.8,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,04:15,05h 25m,522.0,5 Seats available,4.8,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Metahills holidays,Scania A/C Semi Sleeper (2+2),23:21,07:50,08h 29m,1169.0,26 Seats available,3.3,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:40,04:50,05h 10m,564.0,7 Seats available,4.8,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
,Unknown,,,,,,0.0,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:00,07:00,08h 00m,569.0,39 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,06:00,08h 00m,569.0,29 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
City Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,08:15,08h 20m,673.0,36 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,05:00,08h 00m,569.0,33 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
,Unknown,,,,,,0.0,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:45,04:45,07h 00m,600.0,29 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,Delhi to Ghumarwin
HRTC - 1009,Ordinary 3+2 Non AC Seater,17:00,07:30,14h 30m,837.0,15 Seats available,4.3,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,Chamba (Himachal Pradesh) to Shimla
HRTC - 1001,A/C Executive (2+3),17:15,08:15,15h 00m,924.0,36 Seats available,1.9,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,Chamba (Himachal Pradesh) to Shimla
HRTC - 1012,Ordinary 3+2 Non AC Seater,18:30,08:15,13h 45m,780.0,27 Seats available,3.0,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,Chamba (Himachal Pradesh) to Shimla
HRTC - 636,Ordinary 3+2 Non AC Seater,20:00,08:30,12h 30m,843.0,35 Seats available,3.9,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,Chamba (Himachal Pradesh) to Shimla
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00,06:00,11h 00m,569.0,22 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:45,08:05,10h 20m,600.0,28 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:15,07:45,11h 30m,540.0,22 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Ram Dalal Holidays,Unknown,20:00,07:00,11h 00m,,,0.0,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
,Unknown,,,,,,0.0,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
HRTC - 2080051,Himmani Deluxe 2+2 Non AC Seater,16:50,05:40,12h 50m,840.0,26 Seats available,4.0,https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,Chandigarh to Reckong Peo (Himachal Pradesh)
HRTC - 1511,Himmani Deluxe 2+2 Non AC Seater,17:50,06:35,12h 45m,840.0,16 Seats available,3.0,https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,Chandigarh to Reckong Peo (Himachal Pradesh)
HRTC - 1509,Ordinary 3+2 Non AC Seater,18:00,06:20,12h 20m,768.0,29 Seats available,2.8,https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,Chandigarh to Reckong Peo (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:55,04:20,07h 25m,664.0,9 Seats available,4.6,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Bilaspur (Himachal Pradesh) to Delhi
IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),23:25,05:50,06h 25m,814.0,12 Seats available,4.8,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Bilaspur (Himachal Pradesh) to Delhi
IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),22:20,04:50,06h 30m,569.0,15 Seats available,3.9,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Bilaspur (Himachal Pradesh) to Delhi
R S YADAV SMART BUS PRIVATE LIMITED,Volvo 9600 A/C Semi Sleeper (2+2),23:30,06:10,06h 40m,1199.0,45 Seats available,5.0,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Bilaspur (Himachal Pradesh) to Delhi
,Unknown,,,,,,0.0,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Bilaspur (Himachal Pradesh) to Delhi
HRTC - 763,Ordinary 3+2 Non AC Seater,17:10,04:00,10h 50m,600.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/sarkaghat-to-delhi,Sarkaghat to Delhi
HRTC - 749,Ordinary 3+2 Non AC Seater,18:00,05:30,11h 30m,637.0,33 Seats available,4.2,https://www.redbus.in/bus-tickets/sarkaghat-to-delhi,Sarkaghat to Delhi
HRTC - 700,Himsuta AC Seater Volvo/Scania 2+2,18:30,04:30,10h 00m,1148.0,34 Seats available,3.8,https://www.redbus.in/bus-tickets/sarkaghat-to-delhi,Sarkaghat to Delhi
HRTC - 750,A/C Executive (2+3),18:40,06:00,11h 20m,736.0,44 Seats available,4.1,https://www.redbus.in/bus-tickets/sarkaghat-to-delhi,Sarkaghat to Delhi
Malana Travels,Volvo A/C Semi Sleeper (2+2),18:00,05:30,11h 30m,638.0,22 Seats available,4.4,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:30,07:30,10h 00m,854.0,13 Seats available,4.5,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),17:00,04:50,11h 50m,569.0,15 Seats available,4.4,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
AdRao Travel Heights,Volvo A/C Semi Sleeper (2+2),19:00,06:30,11h 30m,1443.0,41 Seats available,3.7,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
,Unknown,,,,,,0.0,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,14:30,18:30,04h 00m,432.06,26 Seats available,4.6,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),15:00,19:15,04h 15m,324.0,28 Seats available,4.1,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,15:30,19:15,03h 45m,389.13,29 Seats available,4.6,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),22:15,03:45,05h 30m,450.0,20 Seats available,3.6,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Himalayan Travels,NON AC Seater / Sleeper 2+1,23:40,04:00,04h 20m,500.0,23 Seats available,1.7,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,17:50,03h 35m,389.0,25 Seats available,4.5,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
WARISPIYA TRAVELS,AC Seater (2+2),15:00,18:40,03h 40m,360.0,21 Seats available,4.4,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
WARISPIYA TRAVELS,AC Seater (2+2),15:35,19:15,03h 40m,360.0,35 Seats available,4.0,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
AdKalpana Travels,AC Seater (2+2),16:50,20:15,03h 25m,342.0,36 Seats available,4.7,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
WARISPIYA TRAVELS,Bharat Benz A/C Seater (2+2),16:15,19:40,03h 25m,360.0,33 Seats available,4.2,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),20:45,02:30,05h 45m,500.0,22 Seats available,3.2,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Yatra Travels,NON A/C Seater (2+1),18:00,23:30,05h 30m,350.0,22 Seats available,3.8,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:00,00:00,04h 00m,350.0,30 Seats available,3.5,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:30,01:00,04h 30m,350.0,31 Seats available,3.8,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
KIRAN TRAVELS,A/C Seater (2+1),20:40,00:30,03h 50m,500.0,17 Seats available,3.1,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Pranjit Travels (Under ASTC),Non AC Seater (2+1),21:15,01:45,04h 30m,450.0,37 Seats available,3.2,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Pranjit Travels (Under ASTC),Bharat Benz A/C Seater (2+1),21:30,02:30,05h 00m,510.0,12 Seats available,4.1,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),21:45,02:00,04h 15m,450.0,23 Seats available,3.0,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
DESTINY TRAVELS,NON A/C Seater (2+1),18:45,00:05,05h 20m,386.0,1 Seat available,1.9,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),20:00,01:15,05h 15m,400.0,22 Seats available,2.9,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,16:15,02h 00m,359.0,29 Seats available,3.9,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
DESTINY TRAVELS,NON A/C Seater (2+1),18:45,21:50,27h 05m,406.0,1 Seat available,1.9,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Chartered Bus - ASTC,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),14:30,17:00,02h 30m,377.79,26 Seats available,4.6,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,16:00,18:30,02h 30m,324.04,27 Seats available,4.6,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),16:45,19:15,02h 30m,270.0,28 Seats available,4.4,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,17:00,19:15,02h 15m,383.46,30 Seats available,4.6,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Yatra,Non AC Seater (2+2),20:15,03:30,07h 15m,350.0,5 Seats available,2.2,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
MAA MONOSHA TRAVELS,NON A/C Seater (2+1),20:00,03:30,07h 30m,350.0,37 Seats available,2.2,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Bashudev Transline (Under ASTC),A/C Seater (2+1),14:10,18:00,03h 50m,550.0,21 Seats available,4.3,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Priyanka,NON A/C Seater (2+1),17:30,05:05,11h 35m,600.0,16 Seats available,3.7,https://www.redbus.in/bus-tickets/north-lakhimpur-to-jorhat,North Lakhimpur to Jorhat
Sylvan DEE Transport,Non AC Seater (2+1),17:30,06:00,12h 30m,640.0,6 Seats available,3.3,https://www.redbus.in/bus-tickets/sibsagar-to-north-lakhimpur,Sibsagar to North Lakhimpur
Ankur Travels (Under ASTC),NON A/C Push Back (2+2),14:45,19:30,04h 45m,250.0,37 Seats available,3.1,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Basudev Transline,A/C Seater (2+2),15:15,19:40,04h 25m,299.0,26 Seats available,3.3,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Trishul Transport Service,A/C Seater / Sleeper (2+1),19:15,22:55,03h 40m,509.0,43 Seats available,4.2,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Baikuntha Transport Service,Bharat Benz A/C Seater /Sleeper (2+1),19:30,23:15,03h 45m,400.0,38 Seats available,3.1,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Purple Wings Coaches,A/C Seater / Sleeper (2+1),19:55,00:15,04h 20m,540.0,24 Seats available,3.8,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Maa Laxmi,NON A/C Seater Push Back (2+1),17:30,21:30,04h 00m,500.0,30 Seats available,2.9,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:30,04:00,08h 30m,550.0,28 Seats available,3.8,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,04:30,08h 30m,550.0,20 Seats available,3.6,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Puja Transport,Non AC Seater (2+2),20:00,05:00,09h 00m,550.0,21 Seats available,3.0,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
J.S. Travels,Non AC Seater (2+1),20:30,04:00,07h 30m,550.0,32 Seats available,2.3,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
